tf,sensor_log2_selectivity,tf_mrna_log10_ratio
ARNT,-0.55637,0.03492
TBX2,-0.55649,0.74219
MEOX1,-0.5566,0.5983
FOXP4,-0.55677,-0.2733
HIF1A,-0.55678,-0.1013
IRF4,-0.55682,-0.17271
TCF3,-0.55684,-0.11833
MAFB,-0.55686,0.64383
NFYC,-0.55688,0.04732
SEMA4A,-0.55717,0.2132
CUX1,-0.55724,-0.02564
HNF4G,-0.55734,0.89252
ESRRA,-0.55734,0.36686
RXRA,-0.55755,0.30198
LHX9,-0.55757,-1.03088
LBX2,-0.55773,1.06169
TFE3,-0.55777,-0.02572
PGR,-0.5578,0.77101
PITX2,-0.55781,1.94874
BRCA1,-0.55809,-0.27515
ESRRG,-0.5581,1.19866
MYC,-0.55822,0.22497
NFE2L1,-0.55837,-0.03223
FOXD3,-0.55842,1.66375
TCF7,-0.55846,0.17771
ETV6,-0.55861,-0.12382
NR2F1,-0.55862,-0.40683
CEBPG,-0.55863,0.22789
UBE2K,-0.55877,0.01165
EGR1,-0.55883,0.22639
TFAP2C,-0.55887,0.6037
EZH2,-0.55889,0.24374
ZEB1,-0.55892,-0.14882
SIX2,-0.55909,1.04244
HOXB5,-0.55917,0.18102
MLX,-0.55928,0.04225
GMEB2,-0.55931,0.07687
MAFB,-0.55938,0.64383
GRHL1,-0.55946,0.60779
GATA3,-0.55948,0.63765
SOX2,-0.55948,1.37658
TFEB,-0.55951,-0.41856
XBP1,-0.55954,0.09852
MYC,-0.55967,0.22497
AR,-0.5597,0.74347
GLI2,-0.55973,0.00519
TFCP2,-0.55976,-0.18064
EN1,-0.55977,1.50651
FOXO4,-0.5598,0.05375
MEIS3,-0.55985,0.68303
JUND,-0.55991,-0.03685
TEAD1,-0.56,0.23157
ETV5,-0.56012,0.00428
PAX8,-0.56025,1.96565
HOXC10,-0.56051,0.94574
STAT1,-0.56052,-0.01743
LBX2,-0.56055,1.06169
NR2F2,-0.56071,-0.04126
HOXD11,-0.56075,0.14834
NKX2-5,-0.56076,1.55041
KLF3,-0.56087,0.08462
SOX2,-0.56105,1.37658
ESRP1,-0.56117,1.23045
EOMES,-0.56137,1.4624
ETV6,-0.56139,-0.12382
SRF,-0.56146,-0.18877
TFAP2A,-0.56151,-0.00481
ETV6,-0.56152,-0.12382
SP2,-0.56162,-0.07606
MEF2A,-0.56164,-0.11613
BHLHE40,-0.56165,0.12349
SREBF1,-0.56168,-0.15578
SP8,-0.56178,1.34044
TFAP2A,-0.56183,-0.00481
SIRT6,-0.56189,-0.01814
PAX3,-0.562,1.45939
PKNOX2,-0.56201,0.45558
GLI2,-0.56206,0.00519
THAP1,-0.56216,0.30516
TFAP4,-0.56219,0.30334
NR3C1,-0.56221,-0.11267
PITX1,-0.56229,2.66087
NFYA,-0.56231,-0.02481
TP53,-0.56232,-0.06103
ESRRA,-0.56236,0.36686
HMBOX1,-0.56242,0.39571
TFAP2C,-0.56244,0.6037
TFAP2A,-0.56266,-0.00481
ATF2,-0.56269,0.19734
YWHAZ,-0.56296,0.2477
TCF12,-0.56313,-0.03309
TCF7L2,-0.56314,0.09821
ZBTB3,-0.56316,0.39844
REL,-0.56335,0.12775
ETV6,-0.56355,-0.12382
SRF,-0.56357,-0.18877
TBX20,-0.56359,1.45484
PKNOX2,-0.56365,0.45558
ALX4,-0.5637,1.37058
NRF1,-0.56373,-0.06707
FOXK1,-0.56377,0.61424
PROX1,-0.56391,1.25768
NR3C1,-0.56393,-0.11267
IRX3,-0.564,0.16577
EBF3,-0.56404,1.02359
IRF8,-0.56404,0.31482
SOX9,-0.56413,0.21723
CTCF,-0.56417,0.1109
BAD,-0.56422,0.10233
SMAD4,-0.56424,0.01087
JDP2,-0.56432,0.49816
MYBL2,-0.56453,-0.19707
TP53,-0.5646,-0.06103
EGR1,-0.5646,0.22639
NFIX,-0.5647,-0.37506
TFAP2C,-0.56474,0.6037
SIX1,-0.56476,0.9836
TEF,-0.56477,-0.46806
TFAP4,-0.56478,0.30334
UBE2V1,-0.56485,-0.08291
ZNF524,-0.56492,-0.36672
BCL6,-0.56493,-0.46691
HIC2,-0.5651,0.48876
POU5F1,-0.56523,-0.17881
STAT3,-0.56525,-0.16234
MAF,-0.56538,1.50435
ETV3,-0.56542,0.22639
ZBTB3,-0.56542,0.39844
SOX2,-0.56543,1.37658
MLXIPL,-0.56544,1.28556
THAP1,-0.56544,0.30516
MRPL1,-0.56544,-0.04942
EGR1,-0.56551,0.22639
NFYA,-0.56551,-0.02481
SOX13,-0.56558,0.20325
TFAP2A,-0.56568,-0.00481
IRX3,-0.56575,0.16577
SRF,-0.56593,-0.18877
MSX1,-0.56598,0.83405
LBX2,-0.56613,1.06169
EP300,-0.56614,0.07356
ZBTB3,-0.5662,0.39844
SOX9,-0.56622,0.21723
FLI1,-0.56622,-2.13898
MORN1,-0.56642,0.37255
CUX1,-0.56652,-0.02564
TFAP4,-0.56663,0.30334
BHLHA15,-0.56698,1.12494
MYB,-0.56701,-0.11523
PITX2,-0.56704,1.94874
SIX1,-0.56708,0.9836
LHX6,-0.56711,1.97772
FOXK1,-0.56728,0.61424
RARA,-0.56732,-0.25519
JDP2,-0.56732,0.49816
ZBTB4,-0.56734,-0.18334
HOXA5,-0.56754,0.04334
ESRRA,-0.56768,0.36686
LHX6,-0.56778,1.97772
TGIF2,-0.56788,0.13496
KLF4,-0.56796,1.14393
SIN3A,-0.56802,0.04933
HOXA2,-0.56807,-0.49643
TFAP2A,-0.56809,-0.00481
HOXA5,-0.56884,0.04334
TCF3,-0.56903,-0.11833
TCF7,-0.56905,0.17771
WRNIP1,-0.56909,0.28669
TFAP4,-0.56918,0.30334
TBX20,-0.5692,1.45484
PAX9,-0.56925,1.51678
KLF4,-0.56961,1.14393
NR4A1,-0.56966,0.49659
PKNOX1,-0.56994,-0.01682
ETV2,-0.56997,-0.21244
ZNF524,-0.57011,-0.36672
TFAP2A,-0.57012,-0.00481
ELK1,-0.57012,-0.14318
FOXA1,-0.57014,0.59218
CEBPB,-0.57017,0.1585
BARHL2,-0.57019,1.83251
ZSCAN31,-0.5704,-0.51355
TFAP4,-0.57046,0.30334
TP73,-0.57055,1.60948
JDP2,-0.57062,0.49816
SOX2,-0.57063,1.37658
ZEB1,-0.57063,-0.14882
NR1D1,-0.57072,0.0778
E2F6,-0.5708,0.21414
NR2F1,-0.57094,-0.40683
TCF3,-0.57096,-0.11833
HMX2,-0.57103,1.25527
SOX9,-0.57112,0.21723
TFAP4,-0.57118,0.30334
TFAP2C,-0.57129,0.6037
LHX2,-0.5713,1.74567
HOXC10,-0.5714,0.94574
ETV6,-0.57145,-0.12382
SMAD1,-0.57155,-0.01057
ARHGEF12,-0.57163,0.00333
TCF4,-0.57164,-0.83621
NKX6-1,-0.57174,1.89061
ETS1,-0.57193,0.2381
ZNF143,-0.57201,-0.08045
ERF,-0.57202,-0.20753
NFIX,-0.57208,-0.37506
RARA,-0.57209,-0.25519
FOXO4,-0.57247,0.05375
RFX5,-0.57262,0.24121
SOX8,-0.57263,0.98528
EGR1,-0.57266,0.22639
GBX2,-0.57267,1.92073
TFAP4,-0.57267,0.30334
NR3C2,-0.57267,0.66608
ALX1,-0.57288,0.03003
RUNX2,-0.57297,-0.44748
TBX2,-0.57302,0.74219
MAGEF1,-0.57305,-0.19609
REST,-0.57326,0.20711
THRB,-0.57328,0.86606
RFX5,-0.57333,0.24121
CEBPB,-0.57334,0.1585
HOXC10,-0.57334,0.94574
TFAP2C,-0.57338,0.6037
GLI2,-0.57348,0.00519
ERG,-0.57349,1.54862
ETV5,-0.57352,0.00428
FOXO3,-0.57353,-0.09404
EGR1,-0.57384,0.22639
HMBOX1,-0.57384,0.39571
ZEB1,-0.57388,-0.14882
ETS1,-0.57388,0.2381
SNAPC5,-0.57419,-0.15661
ZNF524,-0.57419,-0.36672
YY1,-0.57421,0.14859
HSF4,-0.57422,1.04243
TEAD1,-0.57425,0.23157
RORA,-0.5743,1.26779
FLI1,-0.57436,-2.13898
EN1,-0.57446,1.50651
ETS1,-0.57468,0.2381
GATA3,-0.57474,0.63765
IRF8,-0.57493,0.31482
JDP2,-0.57495,0.49816
SRF,-0.57508,-0.18877
ELF1,-0.57522,-0.0385
ERF,-0.57524,-0.20753
TCF3,-0.57524,-0.11833
E2F8,-0.57534,0.20928
HEY1,-0.57558,1.16638
TFE3,-0.57558,-0.02572
MEOX1,-0.57571,0.5983
SOX13,-0.57588,0.20325
NFATC4,-0.57593,0.08731
FOXP1,-0.57641,-0.47893
SOX4,-0.57645,-0.13172
AGGF1,-0.57652,0.05794
GLI2,-0.57659,0.00519
MYBL1,-0.5767,0.21759
EN1,-0.57676,1.50651
POU5F1,-0.57677,-0.17881
RFX3,-0.57679,0.21238
AR,-0.57683,0.74347
NKX3-2,-0.57693,1.28354
HCFC2,-0.57717,0.09281
GBX2,-0.57731,1.92073
DLX2,-0.57731,0.70947
ISL2,-0.57752,1.25248
DMC1,-0.57754,0.83476
FOSL1,-0.5776,0.12968
EGR1,-0.57763,0.22639
TFAP4,-0.57786,0.30334
ZBTB4,-0.57796,-0.18334
IRF4,-0.57801,-0.17271
OLIG2,-0.57812,0.79877
ZIC2,-0.57813,2.51825
ESRRA,-0.57827,0.36686
ZNF784,-0.57841,-0.1146
TP53,-0.57842,-0.06103
TCF7,-0.57843,0.17771
STAT3,-0.57847,-0.16234
LHX2,-0.57883,1.74567
TFAP2C,-0.57887,0.6037
EOMES,-0.57888,1.4624
RFX5,-0.57892,0.24121
RFX3,-0.57907,0.21238
TCF7L1,-0.57914,-0.12623
RREB1,-0.57916,0.27761
SOX8,-0.57932,0.98528
TEAD3,-0.57933,-0.10294
FOXN3,-0.57936,0.17011
HOXD8,-0.57938,-0.50292
LHX9,-0.57962,-1.03088
CHD2,-0.57972,0.16413
GATA3,-0.57995,0.63765
ESRRA,-0.58004,0.36686
TFCP2,-0.58048,-0.18064
RARG,-0.58067,-0.50335
TBX1,-0.58068,1.76691
INSM1,-0.58079,1.22789
NFIC,-0.58087,-0.21458
FOXO4,-0.581,0.05375
ESRRB,-0.58111,1.09807
E2F2,-0.58122,0.546
ETV4,-0.58127,0.15297
CTCF,-0.58144,0.1109
TCF3,-0.58165,-0.11833
UBP1,-0.58165,0.11819
PPARD,-0.58182,-0.0265
TGIF2,-0.58196,0.13496
NRL,-0.58201,0.13212
NFIX,-0.58201,-0.37506
GABPA,-0.58207,-0.14939
RARG,-0.58211,-0.50335
NR4A2,-0.58211,0.11007
SOX8,-0.58217,0.98528
JUND,-0.58224,-0.03685
STAT5A,-0.58226,-0.10044
TSN,-0.58239,0.09182
FOXO6,-0.58242,1.52196
ZBTB4,-0.58246,-0.18334
CREB1,-0.58252,-0.1189
HTATIP2,-0.58255,0.39794
SMAD2,-0.58266,-0.33837
NFE2,-0.58267,0.59563
RXRA,-0.5827,0.30198
ESRRA,-0.58273,0.36686
CTCF,-0.58276,0.1109
SOX4,-0.58279,-0.13172
NFIX,-0.58286,-0.37506
TFCP2,-0.58295,-0.18064
TFAP2C,-0.58301,0.6037
FOXA1,-0.58304,0.59218
ARNT,-0.58321,0.03492
ANXA1,-0.5833,-0.16277
ELF1,-0.58336,-0.0385
GFI1,-0.58351,0.95373
EN2,-0.58353,1.5098
NFIC,-0.58381,-0.21458
ZBTB3,-0.58382,0.39844
CEBPB,-0.58384,0.1585
SRF,-0.58384,-0.18877
STAT3,-0.58392,-0.16234
TEAD3,-0.58394,-0.10294
FLI1,-0.58394,-2.13898
TFAP2A,-0.58404,-0.00481
TGIF2,-0.58408,0.13496
HOXD9,-0.58416,-0.24896
ETV2,-0.58419,-0.21244
NFAT5,-0.58425,0.64401
RARA,-0.58442,-0.25519
BHLHA15,-0.58448,1.12494
SIX5,-0.58457,-0.04506
ZEB1,-0.58472,-0.14882
TCF4,-0.58481,-0.83621
ETS1,-0.58487,0.2381
ESRRB,-0.58492,1.09807
MAFK,-0.58496,-0.18717
TFAP2A,-0.58501,-0.00481
ZBTB7B,-0.58503,-0.1944
ESX1,-0.58513,1.18752
TFCP2,-0.58516,-0.18064
FOXC2,-0.58522,-2.00079
USF2,-0.5853,-0.17263
SP2,-0.58531,-0.07606
FOXA1,-0.58536,0.59218
NR3C1,-0.58542,-0.11267
ELK1,-0.58547,-0.14318
PLAG1,-0.5855,0.41363
IRF5,-0.58551,0.56234
PITX2,-0.58558,1.94874
ARNT,-0.58564,0.03492
RFX5,-0.58571,0.24121
SREBF1,-0.58586,-0.15578
KLF9,-0.58597,-0.19621
ETV1,-0.58598,0.0445
GFI1,-0.5861,0.95373
KLF7,-0.58622,-0.49837
FOXO6,-0.58636,1.52196
MECP2,-0.58652,0.18722
GATA3,-0.58655,0.63765
SP3,-0.58679,0.05187
MAFK,-0.58705,-0.18717
TFAP4,-0.58706,0.30334
HOXD9,-0.58709,-0.24896
HIC1,-0.58718,-0.93177
CLOCK,-0.58721,0.06464
PSMC2,-0.58725,-0.51529
E4F1,-0.58728,0.19447
NR3C1,-0.5873,-0.11267
ZEB1,-0.58732,-0.14882
SNAI1,-0.58732,-0.00065
SOX8,-0.58736,0.98528
TCF4,-0.58746,-0.83621
ZBED1,-0.5875,-0.20248
TFAP2A,-0.58755,-0.00481
SOX2,-0.58758,1.37658
MGA,-0.58767,0.06935
RXRA,-0.58769,0.30198
JDP2,-0.58773,0.49816
LBX2,-0.58773,1.06169
TP53,-0.58795,-0.06103
MEIS3,-0.58806,0.68303
HMBOX1,-0.58809,0.39571
AHR,-0.5881,-0.31593
RARA,-0.58818,-0.25519
FOXA1,-0.5882,0.59218
MYBL1,-0.58826,0.21759
ZBTB7A,-0.58837,-0.03833
INSM1,-0.58882,1.22789
TFAP2A,-0.58884,-0.00481
HINFP,-0.58894,0.09309
RFX5,-0.58912,0.24121
ALX1,-0.58929,0.03003
EBF3,-0.58938,1.02359
MYB,-0.58941,-0.11523
SOX8,-0.58959,0.98528
ESRRA,-0.58969,0.36686
NR3C1,-0.58973,-0.11267
ELF1,-0.58975,-0.0385
LHX9,-0.5898,-1.03088
BHLHA15,-0.58983,1.12494
TFAP2C,-0.58989,0.6037
SREBF1,-0.59007,-0.15578
SOCS4,-0.59042,0.20644
HERPUD1,-0.59056,0.11175
DLX4,-0.59076,1.70529
TCF12,-0.5909,-0.03309
NFYA,-0.59101,-0.02481
JUND,-0.59101,-0.03685
JDP2,-0.59117,0.49816
STAT3,-0.59124,-0.16234
HINFP,-0.59129,0.09309
TFE3,-0.59139,-0.02572
UBP1,-0.59139,0.11819
CEBPB,-0.59141,0.1585
ESRRA,-0.59144,0.36686
ESRRA,-0.59151,0.36686
BARHL2,-0.59159,1.83251
TFAP4,-0.59175,0.30334
FLI1,-0.59178,-2.13898
SREBF1,-0.5919,-0.15578
HOXA11,-0.5919,0.40226
AR,-0.59193,0.74347
ATF3,-0.59198,0.74563
EN1,-0.59203,1.50651
ZNF8,-0.59212,0.67552
EGR1,-0.59212,0.22639
SRF,-0.59218,-0.18877
VDR,-0.59229,0.18204
NKX2-1,-0.59229,2.41647
IRF7,-0.59229,-0.16734
TEAD1,-0.59234,0.23157
HES1,-0.59245,0.29018
TP73,-0.59246,1.60948
BACH1,-0.59257,-0.08588
NR2F1,-0.59259,-0.40683
TEAD3,-0.59262,-0.10294
MYBL1,-0.59263,0.21759
ETV3,-0.5927,0.22639
OTX1,-0.59282,0.61502
ETS1,-0.59292,0.2381
OTX1,-0.59296,0.61502
SREBF1,-0.59306,-0.15578
SREBF2,-0.59306,0.00057
XBP1,-0.59309,0.09852
HMGA2,-0.59309,-0.18061
NFIC,-0.59309,-0.21458
TCF4,-0.59325,-0.83621
MSX1,-0.59366,0.83405
REL,-0.59368,0.12775
GMEB2,-0.59376,0.07687
TFAP2A,-0.59386,-0.00481
IRX3,-0.59397,0.16577
USF2,-0.59407,-0.17263
NFIL3,-0.59412,0.04188
HSF2,-0.59437,0.0708
NRL,-0.59439,0.13212
GRHL1,-0.59443,0.60779
ELF1,-0.59448,-0.0385
SREBF1,-0.59451,-0.15578
GABPA,-0.59464,-0.14939
NFKB1,-0.59464,-0.02496
MTA3,-0.59469,0.13685
HOXC10,-0.59469,0.94574
BHLHE41,-0.59472,-0.53218
TFAP2C,-0.59472,0.6037
MEOX1,-0.59479,0.5983
TBX1,-0.59481,1.76691
PROX1,-0.59481,1.25768
GATA3,-0.5949,0.63765
NFIA,-0.59492,0.15147
HOXD13,-0.59493,1.61407
STAT3,-0.59495,-0.16234
AR,-0.595,0.74347
PRDM4,-0.59501,0.23073
MLX,-0.59501,0.04225
PBX1,-0.59529,-0.73611
FOXO4,-0.59541,0.05375
MAFK,-0.59546,-0.18717
SREBF1,-0.59547,-0.15578
SOX9,-0.59563,0.21723
HIC1,-0.59577,-0.93177
BARHL2,-0.59581,1.83251
ETS1,-0.59583,0.2381
MEF2C,-0.59608,0.40985
FOXA1,-0.59616,0.59218
BHLHA15,-0.59628,1.12494
ERF,-0.59636,-0.20753
GFI1,-0.59639,0.95373
BACH1,-0.59643,-0.08588
SOX4,-0.59643,-0.13172
TCF12,-0.59657,-0.03309
RUNX2,-0.59658,-0.44748
SP1,-0.59661,0.23865
NKX2-8,-0.59666,1.30963
RARG,-0.59667,-0.50335
CEBPB,-0.59671,0.1585
TEAD3,-0.59676,-0.10294
SMAD1,-0.59679,-0.01057
ZNF784,-0.597,-0.1146
ETS1,-0.59715,0.2381
BHLHE41,-0.59716,-0.53218
IRF4,-0.59718,-0.17271
NR2F6,-0.5972,-0.07863
TEAD1,-0.59727,0.23157
REST,-0.59757,0.20711
FOXD2,-0.59771,0.92604
ZBTB6,-0.59776,0.06759
RUNX2,-0.59779,-0.44748
KLF4,-0.59782,1.14393
POU2F2,-0.59786,-0.79029
TFAP2C,-0.59803,0.6037
DDIT3,-0.59805,0.31605
AHR,-0.59825,-0.31593
PAX6,-0.59828,0.87769
MEF2C,-0.59836,0.40985
MYB,-0.59836,-0.11523
TFAP2C,-0.5984,0.6037
KLF6,-0.59848,0.26654
BPTF,-0.59849,0.25822
FOXK1,-0.59855,0.61424
EN1,-0.59856,1.50651
STAT3,-0.5986,-0.16234
CREB3L1,-0.5986,-0.29251
NFYA,-0.59863,-0.02481
CSNK2B,-0.59865,0.20303
FOXB1,-0.59868,1.39094
ELF1,-0.59886,-0.0385
POU3F3,-0.5989,1.52977
TFAP2A,-0.59906,-0.00481
TGIF2,-0.59909,0.13496
TFAP4,-0.59914,0.30334
GLI2,-0.59919,0.00519
ETV1,-0.59925,0.0445
CEBPB,-0.59951,0.1585
MGA,-0.59961,0.06935
MYBL1,-0.59963,0.21759
SPAG7,-0.59963,-0.25837
TFAP2C,-0.59976,0.6037
HOXC11,-0.59982,0.58072
ELF1,-0.59984,-0.0385
IRF1,-0.59986,0.07358
SOX2,-0.59995,1.37658
TP53,-0.59999,-0.06103
RAD21,-0.60005,0.33699
TFCP2,-0.60006,-0.18064
FOXA1,-0.60013,0.59218
GATA2,-0.60039,-0.05162
HMX1,-0.60043,1.5563
FOXO1,-0.60047,0.19161
SOX7,-0.60054,0.94009
TFDP1,-0.60062,-0.02352
REL,-0.60073,0.12775
CLOCK,-0.60076,0.06464
ZNF524,-0.60106,-0.36672
TRIM28,-0.60106,-0.01728
MYBL1,-0.60125,0.21759
GATA2,-0.6013,-0.05162
AHR,-0.6014,-0.31593
SOX9,-0.60152,0.21723
HOXB13,-0.60154,1.17107
HOXA10,-0.60158,0.50735
NFIA,-0.60173,0.15147
TFAP2A,-0.60175,-0.00481
MAF,-0.60177,1.50435
NFATC1,-0.60181,1.17367
ID4,-0.60185,-0.49292
FLI1,-0.60199,-2.13898
EGR1,-0.60217,0.22639
UBP1,-0.60229,0.11819
ZBED1,-0.6023,-0.20248
TFAP2C,-0.60248,0.6037
SMC3,-0.60254,0.09897
SP1,-0.60256,0.23865
FOXG1,-0.60257,1.5762
GFI1,-0.60261,0.95373
MEIS2,-0.60263,-0.06534
FOXG1,-0.60299,1.5762
XBP1,-0.60302,0.09852
TFAP4,-0.60303,0.30334
RXRA,-0.60305,0.30198
FHL2,-0.6031,0.26944
CEBPB,-0.60325,0.1585
ARNT,-0.60332,0.03492
NR2F2,-0.60333,-0.04126
LMO2,-0.60365,0.51266
HOXD13,-0.60372,1.61407
MAFK,-0.60373,-0.18717
MEIS3,-0.60385,0.68303
MYB,-0.60413,-0.11523
PKNOX1,-0.60413,-0.01682
NR4A2,-0.60415,0.11007
TFCP2,-0.60415,-0.18064
TBX20,-0.60417,1.45484
ETS1,-0.60425,0.2381
CREB3L1,-0.60432,-0.29251
NFATC2,-0.6045,0.12494
FOXO1,-0.60453,0.19161
FLI1,-0.60458,-2.13898
MYBL2,-0.60464,-0.19707
SMAD3,-0.60469,-0.38086
SRF,-0.60502,-0.18877
SOX15,-0.60509,-0.29176
GFI1,-0.60519,0.95373
PPARG,-0.6052,-0.0062
SOX2,-0.60522,1.37658
PPARG,-0.60528,-0.0062
FOXK1,-0.6053,0.61424
SP8,-0.60532,1.34044
MAFK,-0.60552,-0.18717
ISL2,-0.60571,1.25248
TCF3,-0.60571,-0.11833
MEIS3,-0.60578,0.68303
SOX8,-0.60601,0.98528
TGIF1,-0.60608,0.24022
POU2F2,-0.60617,-0.79029
NR4A2,-0.60625,0.11007
STAT2,-0.60638,0.19114
ZBED1,-0.60639,-0.20248
MEF2C,-0.60643,0.40985
CEBPG,-0.60644,0.22789
DLX1,-0.60654,0.10983
FLI1,-0.60678,-2.13898
NRF1,-0.60684,-0.06707
TOPORS,-0.60694,-0.16762
ETS1,-0.60699,0.2381
DLX2,-0.60712,0.70947
NKX3-1,-0.60719,-0.17361
FOXO4,-0.60729,0.05375
TBP,-0.60732,0.01746
ESRRA,-0.60739,0.36686
HSF2,-0.60739,0.0708
ZBTB7A,-0.60745,-0.03833
ESRP1,-0.60746,1.23045
NFYA,-0.60749,-0.02481
HOXD13,-0.60751,1.61407
SRF,-0.60753,-0.18877
MEIS3,-0.60756,0.68303
ELK1,-0.60759,-0.14318
NFYB,-0.60772,-0.01498
HOXA2,-0.60778,-0.49643
HOXA13,-0.60788,1.58967
MEIS2,-0.60793,-0.06534
GRHL1,-0.60794,0.60779
SOX8,-0.608,0.98528
JUN,-0.60832,0.26082
NR2F6,-0.60856,-0.07863
TCF3,-0.60859,-0.11833
MAFA,-0.60887,1.66573
ATF7,-0.60889,0.14396
HIC2,-0.60891,0.48876
MYBL1,-0.60893,0.21759
MEF2C,-0.6091,0.40985
DLX6,-0.60913,1.50012
CENPB,-0.60916,-0.10852
HIC1,-0.60918,-0.93177
NR2C1,-0.60935,0.14754
REL,-0.60939,0.12775
ETS2,-0.60953,0.26666
PITX1,-0.6096,2.66087
LBX2,-0.6097,1.06169
RIOK2,-0.60971,0.0548
TFAP2A,-0.60974,-0.00481
OLIG2,-0.60977,0.79877
RARG,-0.60989,-0.50335
STAT1,-0.60995,-0.01743
TP53,-0.60998,-0.06103
ELF1,-0.61001,-0.0385
TFAP2C,-0.61002,0.6037
SOX9,-0.61006,0.21723
ZNF784,-0.61014,-0.1146
TGIF2,-0.61035,0.13496
FOXP3,-0.61046,0.80403
BARHL2,-0.61074,1.83251
FOSL1,-0.61091,0.12968
THAP1,-0.61102,0.30516
TBX2,-0.61105,0.74219
FOXO4,-0.6111,0.05375
PBX1,-0.61113,-0.73611
JUN,-0.6112,0.26082
GBX2,-0.61123,1.92073
RXRA,-0.61125,0.30198
LHX9,-0.6113,-1.03088
ZNF282,-0.61134,0.11948
SREBF2,-0.61136,0.00057
ZNF524,-0.61141,-0.36672
PITX2,-0.61141,1.94874
HDX,-0.61153,0.08585
TCF4,-0.61154,-0.83621
RUNX3,-0.61155,1.32536
OTX1,-0.61155,0.61502
ESRRA,-0.6116,0.36686
GABPA,-0.6116,-0.14939
HOXB5,-0.61161,0.18102
ESRRA,-0.61165,0.36686
NKX2-8,-0.61169,1.30963
FOXO3,-0.61172,-0.09404
CENPB,-0.61181,-0.10852
NRF1,-0.6119,-0.06707
MEF2C,-0.61207,0.40985
NFATC1,-0.61219,1.17367
FOXO6,-0.61221,1.52196
SNAI1,-0.61226,-0.00065
HHEX,-0.61256,-0.0457
TFDP1,-0.61265,-0.02352
AHR,-0.61293,-0.31593
SMAD3,-0.61301,-0.38086
SOX9,-0.61302,0.21723
DLX1,-0.61307,0.10983
ZNF8,-0.61307,0.67552
MEIS3,-0.61309,0.68303
BACH2,-0.61319,1.29373
ETV4,-0.61324,0.15297
SOX18,-0.61331,1.26007
NR4A2,-0.61332,0.11007
TEAD3,-0.6137,-0.10294
NFYB,-0.61377,-0.01498
TBX20,-0.61377,1.45484
HOXA9,-0.6138,0.67702
DBP,-0.61383,-0.07406
MEIS1,-0.61385,-0.46847
RXRA,-0.61385,0.30198
NKX2-5,-0.61389,1.55041
FOXP3,-0.6142,0.80403
DMBX1,-0.61429,1.4014
TCF4,-0.61434,-0.83621
NKX2-5,-0.61436,1.55041
RARA,-0.61449,-0.25519
HOXC11,-0.6145,0.58072
TCF3,-0.61457,-0.11833
BRCA1,-0.61471,-0.27515
SNAI2,-0.61482,-0.12542
CREB1,-0.61529,-0.1189
FOXJ3,-0.61542,0.24609
HOXA7,-0.61552,-1.08007
RFX5,-0.61569,0.24121
SOX2,-0.6157,1.37658
SOX8,-0.61581,0.98528
NFIL3,-0.61583,0.04188
NR3C1,-0.61595,-0.11267
ZBTB4,-0.61612,-0.18334
PKNOX2,-0.61614,0.45558
FLI1,-0.61618,-2.13898
MEIS2,-0.61618,-0.06534
ETS2,-0.61619,0.26666
TFAP2A,-0.61633,-0.00481
HOXB2,-0.61646,-0.59651
NFYC,-0.61659,0.04732
ELK4,-0.6166,0.1604
VDR,-0.61702,0.18204
MYBL1,-0.61702,0.21759
MYBL2,-0.61703,-0.19707
REST,-0.6173,0.20711
TFAP2A,-0.6173,-0.00481
NFIX,-0.61743,-0.37506
BARHL2,-0.61749,1.83251
VDR,-0.61754,0.18204
SOX2,-0.61767,1.37658
EGR1,-0.61772,0.22639
RORA,-0.61779,1.26779
EMX1,-0.6178,1.22011
TEAD1,-0.6178,0.23157
RORA,-0.61782,1.26779
FOXC1,-0.61788,0.69824
TP53,-0.61806,-0.06103
FOXM1,-0.61809,-0.09234
GBX2,-0.6181,1.92073
PAX6,-0.6181,0.87769
ETV4,-0.61812,0.15297
MAX,-0.6182,0.13856
BDP1,-0.6182,0.41219
MYB,-0.61827,-0.11523
PRRX1,-0.61835,-0.44294
NFKB1,-0.61845,-0.02496
TFAP2C,-0.61845,0.6037
RARA,-0.61849,-0.25519
MSC,-0.61851,0.03375
MSI2,-0.61853,0.47744
NRF1,-0.6186,-0.06707
NME1,-0.61867,-0.05802
VDR,-0.61869,0.18204
TFAP4,-0.61877,0.30334
SNAPC5,-0.61881,-0.15661
JUN,-0.61885,0.26082
HNF4G,-0.6189,0.89252
FOXG1,-0.61899,1.5762
MSC,-0.61902,0.03375
FLI1,-0.61906,-2.13898
GMEB2,-0.61907,0.07687
TBP,-0.6191,0.01746
MRPS25,-0.61917,0.22092
NFYC,-0.61918,0.04732
NR3C1,-0.61923,-0.11267
PKNOX2,-0.61925,0.45558
EGR1,-0.61927,0.22639
PKNOX2,-0.61943,0.45558
RAN,-0.6195,0.01105
PDS5A,-0.61955,0.02221
TGIF2,-0.61959,0.13496
FOS,-0.61966,0.11477
HOXA7,-0.6197,-1.08007
GATA6,-0.61982,-0.4102
ERF,-0.61991,-0.20753
SMAD1,-0.61994,-0.01057
POU3F2,-0.61995,1.7839
PKNOX1,-0.62,-0.01682
GATA2,-0.62018,-0.05162
TCF7,-0.62039,0.17771
ARNT,-0.6204,0.03492
SOX7,-0.6204,0.94009
NR3C1,-0.6204,-0.11267
